,,open,high,low,close,volume,value,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_60,EMA_60,SMA_120,EMA_120,tema_10,tema_20,dema_10,dema_20,hma_10,hma_20,wma_10,wma_20,fwma_10,fwma_20,RSI_7,RSI_14,RSI_21,STOCHk_14_3_3,STOCHd_14_3_3,MACD,Signal_Line,MACD_Histogram,Middle_Band,Upper_Band,Lower_Band,cmf,SQZPRO_20_2.0_20_2_1.5_1,SQZPRO_ON_WIDE,SQZPRO_ON_NORMAL,SQZPRO_ON_NARROW,SQZPRO_OFF,SQZPRO_NO,FISHERT_9_1,FISHERTs_9_1,ADX_14,DMP_14,DMN_14,AMATe_SR_8_21_2,DCL_20_20,DCM_20_20,DCU_20_20
KRW-BCH,2024-04-05 13:00:00,1010500.0,1044000.0,1008500.0,1014500.0,35454.73941244,36235908210.74622,968780.0,979453.4245342006,935750.0,953471.0582366223,918180.0,929970.6768747013,859198.3333333334,856579.544255568,736468.3333333334,736468.3333333334,1004029.7223159146,970152.5493487782,985517.3751171994,964256.9114447397,995564.2424242423,963938.5194805193,960807.2727272727,933170.4761904762,986002.097902098,985435.3190287973,73.06881133221695,65.60239862593284,63.585953232535125,89.27571732611972,79.1656231195985,27716.289609484025,18505.592119299858,9210.697490184168,918180.0,1010685.8769114583,825674.1230885417,0.1058786850787249,50150.0,1,0,0,0,0,1.588161519679781,1.1766803597444249,26.507946453266534,36.217950751354195,13.887754266279385,0,830100.0,937050.0,1044000.0
