,,open,high,low,close,volume,value,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_60,EMA_60,SMA_120,EMA_120,SMA_50,SMA_200,Signal,RSI_7,RSI_14,RSI_21,STOCHk_14_3_3,STOCHd_14_3_3,MACD,Signal_Line,MACD_Histogram,Middle_Band,Upper_Band,Lower_Band
daily,2023-10-17 09:00:00,38686000.0,38947000.0,38156000.0,38652000.0,3189.76773803,123061894306.7804,37638600.0,37929649.77865176,37447400.0,37603152.85881708,37353850.0,37264571.408687316,36233950.0,36884362.683595434,37686041.666666664,36884689.723659955,36347780.0,37362290.0,-1,73.53401919381963,66.17324606013271,62.14827408930292,46.94975778893075,36.648547381505836,406804.33613172174,326895.9491540573,79908.38697766443,37353850.0,38651815.57816656,36055884.42183344
daily,2023-10-18 09:00:00,38652000.0,39380000.0,38479000.0,38710000.0,2698.75413038,104730562417.98697,37987000.0,38189766.51910117,37525500.0,37804397.793577604,37459550.0,37402231.27452662,36278183.333333336,36944219.64478902,37700741.666666664,36914860.1414507,36373080.0,37367915.0,-1,74.14036009809814,66.57652307483602,62.45463854860068,54.32826793679595,45.741914036985094,471267.8660133183,355770.3325259095,115497.53348740877,37459550.0,38839386.065777756,36079713.934222244
daily,2023-10-19 09:00:00,38672000.0,39250000.0,38550000.0,39000000.0,4211.27040526,163821734881.29224,38429000.0,38459844.34606745,37666000.0,38021780.01292713,37587350.0,37554399.724571705,36329033.333333336,37011622.279386096,37699616.666666664,36949325.26307962,36410900.0,37376410.0,-1,77.18890007705856,68.59269910928248,63.98500473403756,56.61903681862856,52.632354181451745,539536.8097551689,392523.6279717614,147013.18178340746,37587350.0,39042557.603203416,36132142.396796584
daily,2023-10-20 09:00:00,39000000.0,40700000.0,38820000.0,40250000.0,6455.83376435,257642978882.06818,39061800.0,39056562.8973783,37957400.0,38426910.91966765,37769850.0,37811123.560326785,36403716.666666664,37117798.59809475,37708991.666666664,37003881.87030145,36505860.0,37393590.0,-1,85.67886216872279,75.4632376132824,69.59415923278756,68.70038557496031,59.882563443461606,686590.4060229436,451336.9835819978,235253.42244094575,37769850.0,39576705.86469687,35962994.13530313
daily,2023-10-21 09:00:00,40250000.0,40745000.0,39975000.0,40400000.0,2554.62807083,103001454706.26799,39402400.0,39504375.26491887,38330300.0,38785654.38881898,37900400.0,38057683.22124804,36482316.666666664,37225411.75881295,37706900.0,37060016.054263406,36606860.0,37409565.0,-1,86.38812237782552,76.13782183058366,70.17935558416097,81.16342051027125,68.8276143012867,805944.7574461475,522258.5383548278,283686.2190913197,37900400.0,40056610.84800458,35744189.15199542
daily,2023-10-22 09:00:00,40406000.0,40736000.0,40117000.0,40354000.0,2733.23876209,110397968587.46605,39742800.0,39787583.509945914,38690700.0,39070808.136306435,38046900.0,38276380.057319656,36555866.666666664,37327988.422458425,37704358.333333336,37114462.06989542,36709860.0,37425640.0,-1,84.88405411613779,75.45273571538931,69.74711384132922,91.08971053582043,80.31783887368398,886601.9301287606,595127.2167096144,291474.71341914625,38046900.0,40450750.674055666,35643049.325944334
daily,2023-10-23 09:00:00,40354000.0,45165000.0,40307000.0,44179000.0,11111.91639708,470736919769.6222,40836600.0,41251389.006630614,39411800.0,39999570.29334163,38396000.0,38838534.33757493,36698266.666666664,37552611.75286963,37736250.0,37231231.29188062,36887280.0,37461245.0,-1,94.37863415747277,86.40609368446655,80.32652212261847,90.78813883483843,87.68042329364336,1244819.3511179462,725065.6435912808,519753.7075266654,38396000.0,42005658.680467404,34786341.319532596
daily,2023-10-24 09:00:00,44179000.0,47459000.0,43820000.0,45599000.0,17112.17695256,783556734920.041,42156400.0,42700592.67108708,40292700.0,41017648.42182497,38796200.0,39482388.21018684,36866933.333333336,37816427.76097226,37782266.666666664,37369541.51846111,37099040.0,37504275.0,-1,95.58085091957764,88.4640620008684,82.68658468449486,87.8185117136647,89.89878702810786,1624564.4034471586,904965.3955624565,719599.0078847022,38796200.0,43606915.60931263,33985484.39068737
daily,2023-10-25 09:00:00,45593000.0,47355000.0,45556000.0,46484000.0,7593.96895691,352246450482.9208,43403200.0,43961728.44739139,41232500.0,42011530.52694769,39257500.0,40149208.38064524,37051700.0,38100610.457333826,37831425.0,37520193.724767536,37327600.0,37551295.0,-1,96.17556702359636,89.52810527067145,83.94680931692895,87.80381004020673,88.80348686290328,1974170.191984892,1118806.3548469436,855363.8371379483,39257500.0,45104846.37070076,33410153.62929924
daily,2023-10-26 09:00:00,46485000.0,47093000.0,45631000.0,46141000.0,6702.74205085,310796638877.9707,44551400.0,44688152.29826093,41976900.0,42762343.15841174,39674650.0,40719855.20153617,37230683.333333336,38364229.78660157,37882433.333333336,37662686.39047386,37549840.0,37595435.0,-1,90.65887175694616,86.20919509354091,81.53172662709693,87.43961250934251,87.6873114210713,2198218.37169981,1334688.758217517,863529.613482293,39674650.0,46230990.162492774,33118309.837507226
daily,2023-10-27 09:00:00,46140000.0,46205000.0,45450000.0,45980000.0,3075.95792102,141262434266.94745,45676600.0,45118768.19884062,42709700.0,43347371.67506415,40078550.0,41220821.37281844,37408100.0,38613927.17064742,37927408.333333336,37800162.64848255,37757140.0,37630410.0,1,87.89784255149866,84.6234145325662,80.39184213134722,88.42637362575981,87.88993205843634,2335860.4683801606,1534923.1002500458,800937.3681301149,40078550.0,47150124.364275165,33006975.635724835
daily,2023-10-28 09:00:00,45980000.0,46780000.0,45955000.0,46314000.0,2191.55682092,101583770481.7882,46103600.0,45517178.79922708,43470100.0,43886758.6432343,40497800.0,41705886.00397859,37555916.666666664,38866388.57488849,37975466.666666664,37940887.23280516,37977520.0,37661960.0,1,88.72865645900492,85.23038015078058,80.97134059581292,87.83333333333333,87.89977315614522,2443724.1000427753,1716683.3002085919,727040.7998341834,40497800.0,48013102.132806666,32982497.867193334
daily,2023-10-29 09:00:00,46316000.0,47028000.0,46285000.0,46825000.0,2408.99526887,112427935158.90607,46348800.0,45953119.19948472,44252600.0,44420984.34446442,40959300.0,42193420.670266345,37717850.0,39127326.65440034,38026583.333333336,38087732.07193235,38208420.0,37697590.0,1,89.95903219168594,86.13229959891257,81.83380882770778,89.88064623887043,88.71345106598785,2541147.4684389234,1881576.1338546583,659571.334584265,40959300.0,48848352.45727801,33070247.54272199
daily,2023-10-30 09:00:00,46825000.0,47215000.0,46417000.0,46732000.0,4138.81726801,193672784728.4677,46398400.0,46212746.13298982,44900800.0,44841169.009107254,41429100.0,42625666.32071717,37905016.666666664,39376660.20671508,38077250.0,38230612.5335533,38439140.0,37731695.0,1,87.92121790218818,85.11360465645261,81.13110286018944,91.84056657520159,89.85151538246843,2581098.5693938658,2021480.6209624999,559617.9484313659,41429100.0,49525986.70253476,33332213.297465242
daily,2023-10-31 09:00:00,46734000.0,47050000.0,46302000.0,47030000.0,4120.3851524,192294569663.80377,46576200.0,46485164.08865988,45563800.0,45239138.280178666,41947050.0,43045126.67112506,38099683.333333336,39627589.3802654,38125833.333333336,38376056.95448631,38693200.0,37767825.0,1,88.8642358493646,85.69733603790888,81.66093782397108,93.78208957555904,91.83443412987701,2606757.1405762956,2138535.924885259,468221.21569103654,41947050.0,50087567.2336639,33806532.7663361
daily,2023-11-01 09:00:00,47030000.0,48165000.0,46720000.0,48079000.0,6327.33174114,299411220288.5296,46996000.0,47016442.72577326,46336300.0,45755476.77469163,42513500.0,43524543.17863696,38314266.666666664,39904684.81042063,38188075.0,38536436.1783791,38953240.0,37809220.0,1,91.56783320934623,87.54829289838983,83.38532387114772,95.50453264544615,93.7090629320689,2680834.287336588,2246995.5973755247,433838.6899610632,42513500.0,50707814.704335205,34319185.295664795
daily,2023-11-02 09:00:00,48100000.0,48661000.0,46732000.0,47516000.0,5972.0703977,285475840328.6736,47236400.0,47182961.817182176,46670000.0,46075571.906565875,43040900.0,43904681.92352868,38517733.333333336,40154236.12811176,38247500.0,38684858.72088524,39193620.0,37848765.0,1,79.48456326110824,81.45548760553974,79.18922534102876,94.23109497611284,94.50590573237268,2663409.438931279,2330278.3656866755,333131.07324460335,43040900.0,51088870.51632142,34992929.48367858
daily,2023-11-03 09:00:00,47524000.0,47524000.0,46203000.0,46676000.0,4936.17064119,230047830133.99362,47206600.0,47013974.54478812,46777700.0,46184740.65082662,43535200.0,44168616.97843071,38712150.0,40368064.45178022,38304300.0,38816943.70070532,39409360.0,37888645.0,1,64.63741067168955,73.26310014758258,73.40257126481431,88.20590036570032,92.6471759957531,2552396.700848125,2374702.0327189653,177694.6681291596,43535200.0,51170440.198200084,35899959.801799916
daily,2023-11-04 09:00:00,46675000.0,47246000.0,46473000.0,47050000.0,2806.91856547,131307809038.2666,47270200.0,47025983.02985875,46834300.0,46342060.5324945,44033400.0,44443034.40905636,38912050.0,40587144.30582021,38361050.0,38953027.275900275,39631800.0,37925745.0,1,67.76511447153977,74.49315337943675,74.28117719093265,82.21893326529347,88.21864286903553,2466168.524847381,2392995.3311446486,73173.19370273221,44033400.0,51181573.337514825,36885226.662485175
daily,2023-11-05 09:00:00,47052000.0,47500000.0,46670000.0,47056000.0,3392.8399816,159997546547.1882,47275400.0,47035988.68657251,46925800.0,46471867.708404586,44451350.0,44691888.274860516,39112500.0,40799237.935137585,38418575.0,39086960.709356464,39854160.0,37969525.0,1,67.81838853028823,74.51341102199166,74.29548038112173,79.6931476252244,83.37266041873939,2370984.9849625006,2388593.261908219,-17608.276945718564,44451350.0,51254957.65832518,37647742.34167482
daily,2023-11-06 09:00:00,47056000.0,47197000.0,46471000.0,46781000.0,3504.69710331,164129100581.59018,47015800.0,46950992.457715005,47005900.0,46528073.57960375,44857800.0,44890851.29630238,39298600.0,40995361.28152652,38476483.333333336,39214134.9125076,40074620.0,38015070.0,1,62.31173525976951,71.70259055880119,72.35886092263321,74.36578603379316,78.75928897477034,2247453.892631471,2360365.3880528696,-112911.49542139843,44857800.0,51155065.79264031,38560534.20735969
daily,2023-11-07 09:00:00,46781000.0,47696000.0,46300000.0,47301000.0,3939.2516709,184409450823.21826,46972800.0,47067661.63847667,47104600.0,46668605.65603943,45287350.0,45120389.2680831,39498700.0,41202103.53459122,38536908.333333336,39347802.1040364,40300640.0,38069890.0,1,68.03710807350704,73.72123118480667,73.71900122956824,66.53276281771828,73.53056549224527,2166539.7445928454,2321600.2593608648,-155060.51476801932,45287350.0,50959951.010211505,39614748.989788495
daily,2023-11-08 09:00:00,47301000.0,47900000.0,46927000.0,47458000.0,2949.25778949,139385505114.5386,47129200.0,47197774.42565112,47167900.0,46812131.9003959,45710250.0,45343018.861599,39701666.666666664,41407214.89411282,38598083.333333336,39481854.96182092,40519800.0,38121270.0,1,69.66059142192924,74.31694812711908,74.12267704252788,60.44855921040033,67.11570268730391,2090979.77396892,2275476.162282476,-184496.3883135561,45710250.0,50618920.60468139,40801579.39531861
daily,2023-11-09 09:00:00,47457000.0,50278000.0,47401000.0,49400000.0,11141.9610064,546010947959.2891,47599200.0,47931849.617100745,47434700.0,47282653.37305119,46167750.0,45729398.017637186,39938400.0,41669273.42217469,38678050.0,39645791.24344372,40777780.0,38184260.0,1,82.4930287780212,80.27375601947205,78.42646650780317,67.33168166490655,64.77100123100838,2162868.916369334,2252954.713099848,-90085.79673051415,46167750.0,50617830.39548903,41717669.60451097
daily,2023-11-10 09:00:00,49400000.0,50215000.0,48759000.0,50030000.0,6043.14362454,299708542656.05597,48194000.0,48631233.07806717,47734700.0,47782170.94158733,46649250.0,46138979.158814594,40200116.666666664,41943395.60505421,38760700.0,39817431.05760168,41058140.0,38250660.0,1,84.90883896930724,81.75235308996997,79.58311596199263,79.53756494660031,69.10593527396907,2244800.6499722973,2251323.900474338,-6523.25050204061,46649250.0,50517568.38209617,42780931.61790383
daily,2023-11-11 09:00:00,50030000.0,50100000.0,49230000.0,49629000.0,3533.85638572,175349322990.9461,48763600.0,48963822.05204478,47889700.0,48117958.043116905,47113000.0,46471362.09607034,40442650.0,42195382.63439669,38848508.333333336,39979605.75086447,41331680.0,38309420.0,1,77.0168222036366,77.75719006544446,76.83012285594063,86.71709288577158,77.86211316575948,2251421.801370941,2251343.4806536585,78.32071728259325,47113000.0,49866979.70408758,44359020.29591242
daily,2023-11-12 09:00:00,49629000.0,49929000.0,49141000.0,49418000.0,3274.7534793,161934761242.51166,49187000.0,49115214.70136319,48079900.0,48354329.30800474,47374950.0,46751994.27739698,40674666.666666664,42432189.761137776,38936250.0,40135612.26737911,41600840.0,38366425.0,1,72.85956818276753,75.6619464809386,75.38926520587205,85.74418942385974,83.9996157520772,2214120.175812945,2243898.819685516,-29778.643872571178,47374950.0,49944333.8274247,44805566.1725753
daily,2023-11-13 09:00:00,49418000.0,49803000.0,49000000.0,49154000.0,3616.16847856,178810971819.30255,49526200.0,49128143.13424213,48327700.0,48499723.9792766,47552700.0,46980756.727168694,40895750.0,42652576.98208407,39021425.0,40284676.527422436,41873240.0,38415905.0,1,67.53802506971489,73.0110739008627,73.57650860478304,78.46216768916155,83.64114999959762,2138603.2876884416,2222839.7132861014,-84236.42559765978,47552700.0,50096520.26011852,45008879.73988148
daily,2023-11-14 09:00:00,49151000.0,49633000.0,47524000.0,47969000.0,5902.63410005,288080691020.0241,49240000.0,48741762.08949476,48419600.0,48403228.71031721,47626950.0,47074875.13410501,41096433.333333336,42826885.933491156,39098316.666666664,40411690.138539426,42122800.0,38460335.0,1,48.852696302778604,62.43678894306662,66.08705543816507,64.88343558282209,76.36326423194778,1960536.1726314798,2170379.0051551773,-209842.83252369752,47626950.0,50125719.252841756,45128180.747158244
daily,2023-11-15 09:00:00,47969000.0,50552000.0,47018000.0,50457000.0,6306.63752813,306665869019.82623,49325400.0,49313508.05966318,48759700.0,48776641.672077715,47842750.0,47396982.26419024,41338416.666666664,43077053.60780292,39198783.333333336,40577728.3180677,42420620.0,38517795.0,1,69.51326063656987,71.70327628359131,72.30250739202617,71.19006367258345,71.51188898152236,1997155.542058289,2135734.3125358,-138578.770477511,47842750.0,50538868.8381586,45146631.1618414
daily,2023-11-16 09:00:00,50463000.0,50652000.0,48115000.0,48868000.0,5432.88965934,269149850359.8781,49173200.0,49165005.37310879,48968400.0,48793252.27715449,47987150.0,47537079.19141022,41556916.666666664,43266920.70262905,39286658.333333336,40714757.60206658,42678340.0,38566390.0,1,53.431399832007365,61.30202780236161,64.38879388165024,67.01803815824485,67.69717913788345,1876328.4891356155,2083853.1478557633,-207524.6587201478,47987150.0,50570183.40850901,45404116.59149099
daily,2023-11-17 09:00:00,48878000.0,49501000.0,48552000.0,49390000.0,3480.16145402,170567582593.56808,49167600.0,49240003.582072526,49177300.0,48901751.8631264,48140950.0,47713547.83984734,41780083.333333336,43467677.40090351,39376850.0,40858150.03839605,42934220.0,38624495.0,1,57.22420170789901,63.19102570816355,65.68434675268139,76.2395097990484,71.48253720995889,1801921.783978127,2027466.8750802362,-225545.0911021093,48140950.0,50670262.82325748,45611637.17674252
daily,2023-11-18 09:00:00,49390000.0,49507000.0,48862000.0,49165000.0,1849.64117899,90867746691.93956,49169800.0,49215002.38804835,49348000.0,48949615.16073978,48257950.0,47851781.378909506,41991166.666666664,43654474.86316896,39462983.333333336,40995453.34354653,43188640.0,38678295.0,1,54.9726971827644,61.79090801471766,64.62035295104761,65.578247025659,69.61193166098407,1705142.493225351,1963001.9987092593,-257859.50548390835,48257950.0,50747123.81981716,45768776.18018284
daily,2023-11-19 09:00:00,49190000.0,49999000.0,49000000.0,49800000.0,2013.89896514,99286328889.46626,49536000.0,49410001.59203224,49388000.0,49104230.586059816,48411350.0,48037326.00948955,42212816.666666664,43855967.49060605,39554850.0,41140983.04034742,43452640.0,38733780.0,1,60.13688796650241,64.20163599878674,66.24085348169807,72.41881127450979,71.41218936640573,1660541.7099492475,1902509.940957257,-241968.23100800952,48411350.0,50882646.21006765,45940053.78993235
daily,2023-11-20 09:00:00,49800000.0,50305000.0,49283000.0,50170000.0,3173.09186779,158066390992.00266,49478600.0,49663334.39468816,49402000.0,49298006.84313984,48568350.0,48240437.818109594,42448783.333333336,44062984.94993044,39648391.666666664,41290222.990093745,43700260.0,38791730.0,1,63.02004016401097,65.56494697231822,67.16109463597653,78.39307598039215,72.13004476018698,1636190.193593897,1849245.991484585,-213055.79789068806,48568350.0,51068936.90163561,46067763.09836439
daily,2023-11-21 09:00:00,50170000.0,50389000.0,48510000.0,48510000.0,5154.0749487,255668303594.71704,49407000.0,49278889.59645878,49290100.0,49154732.87165987,48589900.0,48266110.40686106,42658083.333333336,44208788.72206387,39736875.0,41409558.14728228,43921980.0,38839015.0,1,45.71396997105154,55.37570122398863,59.51823474671387,70.61469025529675,73.80885917006623,1466043.6757246852,1772605.528332605,-306561.85260791983,48589900.0,51080137.51984889,46099662.48015111
daily,2023-11-22 09:00:00,48521000.0,50499000.0,48391000.0,50042000.0,4203.05718026,207585606679.1641,49537400.0,49533259.73097252,49352500.0,49316054.1677217,48716200.0,48435242.749064766,42892783.333333336,44400041.55084866,39837975.0,41552243.1365834,44178880.0,38895840.0,1,58.10218262009778,61.34604834758693,63.53898303903691,71.54512193539861,73.5176293903625,1438241.7751066387,1705732.7776874118,-267491.0025807731,48716200.0,51233190.39999842,46199209.60000158
daily,2023-11-23 09:00:00,50050000.0,50253000.0,49500000.0,49929000.0,2375.37097906,118658022255.89616,49690200.0,49665173.153981686,49430000.0,49427498.86449958,48878850.0,48577505.344391935,43132700.0,44581318.87705035,39938066.666666664,41690701.92771426,44425560.0,38954770.0,1,56.98317339141543,60.70094691675562,63.053952885098894,68.60510047414488,70.25497088828007,1391055.1945642158,1642797.2610627727,-251742.06649855687,48878850.0,51257339.593706146,46500360.406293854
daily,2023-11-24 09:00:00,49936000.0,51323000.0,49888000.0,50601000.0,3684.13103632,186303047671.0546,49850400.0,49977115.43598779,49693200.0,49640862.70731784,49056400.0,48770219.12111651,43384533.333333336,44778685.471245416,40044125.0,41837979.58180162,44692420.0,39021500.0,1,62.053650669308475,63.18061448428378,64.73489880997477,82.18248694791374,74.1109031191524,1391840.0081613064,1592605.8104824796,-200765.80232117325,49056400.0,51389790.97272166,46723009.02727834
daily,2023-11-25 09:00:00,50606000.0,50802000.0,50307000.0,50533000.0,1735.64159119,87821072936.28871,49923000.0,50162410.29065853,49700800.0,49803069.4878055,49230250.0,48938103.01434351,43633983.333333336,44967351.52136852,40149133.333333336,41981698.92755697,44947120.0,39088415.0,1,61.20199802005656,62.749151486888394,64.42346997956778,81.66087224988927,77.4828198906493,1371168.9645902365,1548318.4413040313,-177149.47671379475,49230250.0,51451518.47354815,47008981.52645185
daily,2023-11-26 09:00:00,50533000.0,50610000.0,50019000.0,50210000.0,1931.40729605,97182147445.94131,50263000.0,50178273.52710569,49835000.0,49877056.85365905,49401700.0,49059236.0605965,43871116.666666664,45139241.635422006,40251708.333333336,42117703.90396099,45193280.0,39154110.0,1,56.876200928774274,60.631114428093674,62.91391151692801,79.67479674796748,81.17271864859016,1313581.4636204168,1501371.0457673084,-187789.58214689163,49401700.0,51338047.19592275,47465352.80407725
daily,2023-11-27 09:00:00,50210000.0,50446000.0,49500000.0,50275000.0,2967.23413174,148203533801.63138,50309600.0,50210515.68473713,49923500.0,49949410.15299377,49550400.0,49175023.102444455,44099100.0,45307627.1555721,40355250.0,42252535.24439139,45440200.0,39223430.0,1,57.58012776732755,60.91701102434288,63.09662560585674,77.15060007742933,79.49542302509535,1258678.647035852,1452832.5660210173,-194153.9189851652,49550400.0,51249769.59209181,47851030.40790819
daily,2023-11-28 09:00:00,50274000.0,51095000.0,49550000.0,50576000.0,3070.18580271,154384605619.8331,50439000.0,50332343.789824754,50064600.0,50063335.579722166,49706300.0,49308449.47364022,44334633.333333336,45480360.69145498,40460641.666666664,42390113.17423616,45699820.0,39294605.0,1,61.01788960065909,62.28295032207219,63.95997876556324,77.48354626403406,78.1029810298103,1225331.0996030942,1407332.2727374327,-182001.17313433858,49706300.0,51150339.81575082,48262260.18424918
daily,2023-11-29 09:00:00,50576000.0,51250000.0,50419000.0,50720000.0,2831.02552019,143915341326.90656,50462800.0,50461562.52654984,50156600.0,50182729.110681765,49772300.0,49442882.85710305,44569966.666666664,45652152.144194156,40561291.666666664,42527797.25400086,45967500.0,39366335.0,1,62.70483768455286,62.95008199625796,64.37859755082842,79.83584640798314,78.1566642498155,1196727.3960634395,1365211.2974026343,-168483.90133919474,49772300.0,51276790.83536065,48267809.16463935
daily,2023-11-30 09:00:00,50720000.0,50963000.0,50445000.0,50586000.0,2773.4807392,140498847764.6817,50473400.0,50503041.68436656,50198200.0,50256051.090557806,49800100.0,49551751.156426564,44783250.0,45813917.6476632,40663191.666666664,42660990.68781903,46245800.0,39437190.0,1,59.891074327336014,61.853688528025735,63.656151109245265,79.57163329031113,78.96367532077612,1149989.7092894763,1322166.9797800027,-172177.27049052645,49800100.0,51344654.5636202,48255545.4363798
daily,2023-12-01 09:00:00,50601000.0,52000000.0,50500000.0,51709000.0,4022.03933345,206684690132.80362,50773200.0,50905027.78957771,50518100.0,50520223.61954729,49904100.0,49757203.427243076,45021333.333333336,46007199.036264405,40773800.0,42810544.56074764,46544980.0,39512575.0,1,72.12220663127601,67.03544499602043,66.92248978909707,82.66788028413127,80.6917866608085,1189850.6132780835,1295703.7064796188,-105853.09320153529,49904100.0,51665088.70554374,48143111.29445626
daily,2023-12-02 09:00:00,51710000.0,52833000.0,51645000.0,52603000.0,2689.11690841,139928155615.26788,51238800.0,51471018.52638514,50774200.0,50898910.234175056,50063350.0,50028231.67226754,45278100.0,46223454.80556721,40891391.666666664,42972403.32833859,46857680.0,39593485.0,1,78.27519477355165,70.47396832250583,69.23376524203151,87.20751704694435,83.14901020712891,1278837.3544283882,1292330.4360693728,-13493.08164098463,50063350.0,52179488.11856459,47947211.88143541
daily,2023-12-03 09:00:00,52615000.0,53864000.0,52531000.0,53700000.0,3551.85450167,188420442100.16516,51863600.0,52214012.350923434,51151300.0,51408199.28250685,50290650.0,50377923.89395635,45546516.666666664,46468587.43489288,41018275.0,43149718.975804076,47195880.0,39678485.0,1,83.49139230265233,74.0508290960914,71.77481999391463,94.58748279221648,88.15429337443068,1421492.6376153454,1318162.8763785674,103329.761236778,50290650.0,52911846.69536444,47669453.30463556
daily,2023-12-04 09:00:00,53761000.0,57337000.0,53690000.0,56920000.0,11395.02751964,634928029492.8329,53103600.0,53782674.90061563,51783200.0,52410344.86750561,50738200.0,51000978.7611986,45874216.666666664,46811256.69932262,41170900.0,43377326.926617235,47592560.0,39781885.0,1,90.94044491171405,81.23622974457727,77.50180339243506,95.7214408771071,92.50548023875596,1773926.3479456827,1409315.5706919907,364610.77725369204,50738200.0,54499159.98943159,46977240.01056841
daily,2023-12-05 09:00:00,56922000.0,60769000.0,56000000.0,60227000.0,9996.25271209,580788211507.9005,55031800.0,55930783.26707709,52752600.0,53831554.8915955,51226700.0,51879647.45060826,46248033.333333336,47251117.1354104,41350941.666666664,43655833.919565715,48023160.0,39902240.0,1,94.11965160779819,85.63550294986416,81.54077110353418,95.98781132656443,95.43224499862932,2293640.2081994116,1586180.498193475,707459.7100059367,51226700.0,56890500.141433775,45562899.858566225
daily,2023-12-06 09:00:00,60230000.0,61312000.0,59572000.0,60314000.0,8840.70990951,533639805638.3533,56752800.0,57391855.511384726,53763000.0,55010181.27494177,51799000.0,52682919.1219789,46621566.666666664,47679408.376872346,41524916.666666664,43931175.50767207,48456400.0,40021885.0,1,94.18231215121061,85.73028928606237,81.63185932600902,94.17030917070512,95.29318712479221,2681625.2530341074,1805269.4491616017,876355.8038725057,51799000.0,58648333.61337936,44949666.38662064
daily,2023-12-07 09:00:00,60295000.0,60958000.0,58555000.0,59250000.0,8318.92475677,496929423027.319,58082200.0,58011237.007589824,54660500.0,55781057.406770535,52292000.0,53308355.39607615,46976916.666666664,48058772.03664702,41691925.0,44184379.21828906,48867200.0,40137880.0,1,81.75258095330744,78.87534916196928,76.76737259218297,89.90513502767938,93.3544185083163,2870164.815191962,2018248.522367674,851916.2928242879,52292000.0,59799072.482876256,44784927.517123744
daily,2023-12-08 09:00:00,59237000.0,60753000.0,58750000.0,60142000.0,5252.13320218,312888965810.0667,59370600.0,58721491.338393226,55617100.0,56573956.06008498,52840850.0,53959178.69168794,47352700.0,48454943.44528154,41867116.666666664,44448141.5452595,49290040.0,40258855.0,1,83.83869833484154,80.29766176017348,77.92530845318116,88.06298679309175,90.71281033049208,3056329.260584101,2225864.6700109597,830464.5905731414,52840850.0,60965034.77270505,44716665.22729495
daily,2023-12-09 09:00:00,60148000.0,60395000.0,59680000.0,60082000.0,3528.90759303,212176303316.26273,60003000.0,59174994.22559549,56553300.0,57211782.23097862,53354950.0,54542304.530574806,47731800.0,48836158.4142887,42040858.333333336,44706552.42880893,49686680.0,40377360.0,1,83.09321822367326,79.90792939416126,77.65196145935856,87.4082853595214,88.45880239343084,3162568.3074231446,2413205.397493397,749362.9099297477,53354950.0,61956208.23047817,44753691.76952183
daily,2023-12-10 09:00:00,60082000.0,60277000.0,59563000.0,59835000.0,2575.29471124,154503668158.04605,59924600.0,59394996.150396995,57478200.0,57688730.916255236,53838200.0,55046370.76575816,48117866.666666664,49196776.171197265,42212125.0,44956609.413456716,50075380.0,40499275.0,1,79.69001461275211,78.22472063626034,76.49214935144273,89.05914888813636,88.17680701358317,3190059.659705311,2568576.2499357797,621483.4097695313,53838200.0,62765854.67168406,44910545.32831594
daily,2023-12-11 09:00:00,59834000.0,59918000.0,55460000.0,56950000.0,11981.70048829,690921164445.8722,59251800.0,58579997.433598,58002300.0,57554416.20420882,54260200.0,55227668.7880669,48454533.333333336,49450980.231158,42360725.0,45154847.274391316,50407300.0,40606290.0,1,51.14538299109014,61.83963933788453,64.6497380453447,79.99903272142478,85.48882232302752,2945102.062094994,2643881.4123676224,301220.6497273715,54260200.0,62921319.88869313,45599080.11130687
daily,2023-12-12 09:00:00,56950000.0,58780000.0,56654000.0,57605000.0,8005.13993037,461428661644.5635,58922800.0,58254998.28906533,58502500.0,57563613.257989034,54638350.0,55454081.284441486,48798483.333333336,49718325.14161184,42513366.666666664,45360634.92274849,50675820.0,40715460.0,1,55.37891577379681,63.69875441371717,65.90797058508102,72.12640274783702,80.39486145246605,2771872.011977561,2669479.5322896102,102392.47968795057,54638350.0,63183656.702635385,46093043.297364615
daily,2023-12-13 09:00:00,57605000.0,59924000.0,56500000.0,59056000.0,5623.2041578,326097648745.7368,58705600.0,58521998.85937689,59038100.0,57834956.30199102,55094700.0,55797121.162113726,49169583.333333336,50024478.41565735,42677133.333333336,45587004.593446866,50944960.0,40831620.0,1,63.54367071789467,67.47859822546333,68.51467544727618,69.37444728115443,73.83329425013874,2720311.465452768,2679645.918922242,40665.54653052613,55094700.0,63555486.50319411,46633913.49680589
daily,2023-12-14 09:00:00,59056000.0,59500000.0,58002000.0,58735000.0,4548.14813078,267479933082.30008,58436200.0,58592999.239584595,59219600.0,57998600.61071992,55501400.0,56076919.14667432,49530400.0,50310069.28727514,42841583.333333336,45804326.83157171,51189980.0,40938545.0,1,60.67804778005797,65.84517551137648,67.3190263166408,73.79141444146293,71.76408815681812,2623307.4877999723,2668378.232697788,-45070.744897815865,55501400.0,63833691.79063062,47169108.20936938
daily,2023-12-15 09:00:00,58727000.0,58973000.0,57632000.0,58028000.0,3771.61724969,220131142067.4275,58074800.0,58404666.159723066,58999700.0,58003945.95422538,55876150.0,56262736.37080057,49852583.333333336,50563116.19588907,43020250.0,46006371.01617383,51427720.0,41043725.0,1,54.37686493731308,62.26989799774491,64.70759223302647,73.81134335156459,72.32573502472731,2461013.1179831102,2626905.2097548526,-165892.09177174233,55876150.0,63937345.13863533,47814954.86136467
